# null null
0 0
1 0
0 1
0.508 0.0784
0.3982 0.3873
0.1938 0.0742
0.2093 0.2211
0.8159 0.1252
0.3473 0.6331
0.5592 0.0545
0.3967 0.4167
0.5485 0.2664
0.3281 0.2267
0.114 0.6334
0.5401 0.3075
0.3362 0.6547
0.7786 0.0231
0.4854 0.5136
0.7134 0.2232
0.2306 0.3561
0.7423 0.0937
0.84 0.1599
0.9133 0.0342
0.3996 0.4729
0.6417 0.0877
0.154 0.1948
0.9043 0.0465
0.4083 0.4273
0.0713 0.0868
0.7077 0.0059
0.7475 0.1867
0.0851 0.7834
0.162 0.7772
0.3163 0.4626
0.505 0.0347
0.1919 0.6941
0.0504 0.8331
0.188 0.7593
0.152 0.0593
0.1053 0.5346
0.8915 0.0166
0.2689 0.1275
0.1191 0.5103
0.9621 0.007
0.1071 0.5553
0.4228 0.3982
0.9794 0.0041
0.0649 0.1229
0.5602 0.3426
0.4321 0.0517
0.2371 0.1436
0.4551 0.4736
0.3277 0.6068
0.9595 0.0342
0.725 0.2151
0.2333 0.5501
0.871 0.0359
0.389 0.5529
0.0558 0.3892
0.7385 0.162
0.3949 0.1358
0.1635 0.7618
0.5662 0.3646
0.5979 0.2262
0.6695 0.2782
0.077 0.3602
0.6373 0.2362
0.4109 0.0302
0.6747 0.1607
0.533 0.4338
0.0428 0.3448
0.6493 0.1716
0.4784 0.32
0.4695 0.3732
0.5027 0.1454
0.1582 0.6489
0.8492 0.0435
0.1418 0.1513
0.3572 0.2806
0.2171 0.0082
0.4638 0.067
0.0931 0.8144
0.4283 0.1912
0.169 0.7128
0.3062 0.6466
0.8669 0.0813
0.6069 0.1789
0.5865 0.0355
0.5601 0.1355
0.9035 0.0026
0.2436 0.3609
0.2468 0.6613
0.0335 0.4693
0.1586 0.3589
0.9922 0.0031
0.7817 0.0861
0.0544 0.7602
0.1966 0.1987
0.6781 0.1718
0.2024 0.1448
0.958 0.0345
0.6339 0.1851
0.7769 0.1122
0.7978 0.111
0.2231 0.3202
0.134 0.0091
0.6884 0.1634
0.7535 0.0794
0.3516 0.4377
0.8882 0.089
0.1272 0.0827
0.0647 0.0779
0.4837 0.3763
0.9431 0.0191
0.4642 0.2614
0.3779 0.1357
0.1063 0.7279
0.9229 0.045
0.0965 0.1035
0.1537 0.4293
0.0856 0.2449
0.5129 0.2214
0.2912 0.3243
0.9638 0.0106
0.2141 0.1961
0.8493 0.0846
0.0329 0.5159
0.8236 0.011
0.8611 0.1008
0.4048 0.3593
0.0251 0.8885
0.9212 0.0285
0.3674 0.4519
0.203 0.5234
0.6461 0.2997
0.7764 0.0827
0.8386 0.0244
0.3201 0.2217
0.6868 0.143
0.2229 0.2911
0.7674 0.2014
0.2128 0.0329
0.0849 0.8016
0.5596 0.2808
0.3004 0.2694
0.5514 0.0486
0.2507 0.523
0.6885 0.1441
0.5716 0.0467
0.7951 0.1719
0.7042 0.25
0.2544 0.5871
0.2614 0.5601
0.2684 0.4584
0.5625 0.3959
0.0998 0.5882
0.7131 0.0767
0.5367 0.1388
0.8462 0.1482
0.2116 0.2098
0.7907 0.0455
0.0057 0.0515
0.7999 0.1057
0.2335 0.2408
0.2166 0.2877
0.2492 0.5151
0.3952 0.5602
0.8603 0.1046
0.8747 0.0813
0.1818 0.226
0.713 0.1789
0.1603 0.3285
0.6405 0.0657
0.5772 0.2569
0.1238 0.3605
0.9349 0.0389
0.367 0.6073
0.57 0.0086
0.4513 0.1887
0.5758 0.3164
0.8051 0.0565
0.5566 0.1417
0.6532 0.0874
0.5614 0.4014
0.866 0.0483
0.7281 0.1723
0.7759 0.0256
0.0645 0.0321
0.2374 0.5118
0.392 0.0214
0.7047 0.2427
0.5609 0.3812
0.9216 0.0302
0.7925 0.0334
0.8787 0.0793
0.956 0.0397
0.0748 0.2996
0.8335 0.0019
0.0289 0.268
0.6345 0.0717
0.4939 0.1848
0.3841 0.5056
0.6651 0.1484
0.3423 0.1387
0.1994 0.245
0.3969 0.0146
0.4778 0.2648
0.0037 0.6435
0.4408 0.0377
0.7759 0.0854
0.6791 0.176
0.4547 0.2541
0.3883 0.0956
0.7807 0.0078
0.2222 0.5625
0.9334 0.0518
0.0405 0.1942
0.4359 0.1975
0.7539 0.199
